evidence_id,evidence_kind,turn_start,turn_end,decision_id,event_id_start,event_id_end,event_seq_start,event_seq_end,actor_or_parties,topic,primary_path,supporting_paths,review_status
event-001771,material_event,77,77,,mock-321229807-87ca99d7-evt-001771,mock-321229807-87ca99d7-evt-001771,1771,1771,ENGINE,PROPERTY_TRANSFERRED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-001830,material_event,80,80,,mock-321229807-87ca99d7-evt-001830,mock-321229807-87ca99d7-evt-001830,1830,1830,Gemini 3.1 Pro Preview,PROPERTY_PURCHASED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-001831,material_event,80,80,,mock-321229807-87ca99d7-evt-001831,mock-321229807-87ca99d7-evt-001831,1831,1831,Gemini 3.1 Pro Preview,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-001836,material_event,80,80,,mock-321229807-87ca99d7-evt-001836,mock-321229807-87ca99d7-evt-001836,1836,1836,Gemini 3.1 Pro Preview,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-001837,material_event,80,80,,mock-321229807-87ca99d7-evt-001837,mock-321229807-87ca99d7-evt-001837,1837,1837,Gemini 3.1 Pro Preview,HOUSE_BUILT,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-001838,material_event,80,80,,mock-321229807-87ca99d7-evt-001838,mock-321229807-87ca99d7-evt-001838,1838,1838,Gemini 3.1 Pro Preview,HOUSE_BUILT,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-001847,material_event,81,81,,mock-321229807-87ca99d7-evt-001847,mock-321229807-87ca99d7-evt-001847,1847,1847,Grok 4.3,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-001848,material_event,81,81,,mock-321229807-87ca99d7-evt-001848,mock-321229807-87ca99d7-evt-001848,1848,1848,Gemini 3.1 Pro Preview,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-001849,material_event,81,81,,mock-321229807-87ca99d7-evt-001849,mock-321229807-87ca99d7-evt-001849,1849,1849,Grok 4.3,RENT_PAID,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-001858,material_event,82,82,,mock-321229807-87ca99d7-evt-001858,mock-321229807-87ca99d7-evt-001858,1858,1858,OpenAI GPT 5.5,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-001859,material_event,82,82,,mock-321229807-87ca99d7-evt-001859,mock-321229807-87ca99d7-evt-001859,1859,1859,Gemini 3.1 Pro Preview,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-001860,material_event,82,82,,mock-321229807-87ca99d7-evt-001860,mock-321229807-87ca99d7-evt-001860,1860,1860,OpenAI GPT 5.5,RENT_PAID,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-001875,material_event,82,82,,mock-321229807-87ca99d7-evt-001875,mock-321229807-87ca99d7-evt-001875,1875,1875,OpenAI GPT 5.5,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-001876,material_event,82,82,,mock-321229807-87ca99d7-evt-001876,mock-321229807-87ca99d7-evt-001876,1876,1876,OpenAI GPT 5.5,PROPERTY_MORTGAGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-001897,material_event,82,82,,mock-321229807-87ca99d7-evt-001897,mock-321229807-87ca99d7-evt-001897,1897,1897,OpenAI GPT 5.5,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-001898,material_event,82,82,,mock-321229807-87ca99d7-evt-001898,mock-321229807-87ca99d7-evt-001898,1898,1898,Claude Opus 4.8,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-001899,material_event,82,82,,mock-321229807-87ca99d7-evt-001899,mock-321229807-87ca99d7-evt-001899,1899,1899,ENGINE,PROPERTY_TRANSFERRED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-001904,material_event,82,82,,mock-321229807-87ca99d7-evt-001904,mock-321229807-87ca99d7-evt-001904,1904,1904,OpenAI GPT 5.5,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-001905,material_event,82,82,,mock-321229807-87ca99d7-evt-001905,mock-321229807-87ca99d7-evt-001905,1905,1905,OpenAI GPT 5.5,PROPERTY_MORTGAGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-001924,material_event,83,83,,mock-321229807-87ca99d7-evt-001924,mock-321229807-87ca99d7-evt-001924,1924,1924,Claude Opus 4.8,CARD_DRAWN,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-001929,material_event,83,83,,mock-321229807-87ca99d7-evt-001929,mock-321229807-87ca99d7-evt-001929,1929,1929,Claude Opus 4.8,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-001930,material_event,83,83,,mock-321229807-87ca99d7-evt-001930,mock-321229807-87ca99d7-evt-001930,1930,1930,Claude Opus 4.8,HOUSE_BUILT,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-001931,material_event,83,83,,mock-321229807-87ca99d7-evt-001931,mock-321229807-87ca99d7-evt-001931,1931,1931,Claude Opus 4.8,HOUSE_BUILT,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-001940,material_event,84,84,,mock-321229807-87ca99d7-evt-001940,mock-321229807-87ca99d7-evt-001940,1940,1940,Gemini 3.1 Pro Preview,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-001941,material_event,84,84,,mock-321229807-87ca99d7-evt-001941,mock-321229807-87ca99d7-evt-001941,1941,1941,Gemini 3.1 Pro Preview,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-001946,material_event,84,84,,mock-321229807-87ca99d7-evt-001946,mock-321229807-87ca99d7-evt-001946,1946,1946,Gemini 3.1 Pro Preview,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-001947,material_event,84,84,,mock-321229807-87ca99d7-evt-001947,mock-321229807-87ca99d7-evt-001947,1947,1947,Gemini 3.1 Pro Preview,HOUSE_BUILT,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-001948,material_event,84,84,,mock-321229807-87ca99d7-evt-001948,mock-321229807-87ca99d7-evt-001948,1948,1948,Gemini 3.1 Pro Preview,HOUSE_BUILT,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-001965,material_event,86,86,,mock-321229807-87ca99d7-evt-001965,mock-321229807-87ca99d7-evt-001965,1965,1965,OpenAI GPT 5.5,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-001966,material_event,86,86,,mock-321229807-87ca99d7-evt-001966,mock-321229807-87ca99d7-evt-001966,1966,1966,OpenAI GPT 5.5,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-001967,material_event,86,86,,mock-321229807-87ca99d7-evt-001967,mock-321229807-87ca99d7-evt-001967,1967,1967,Claude Opus 4.8,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-001968,material_event,86,86,,mock-321229807-87ca99d7-evt-001968,mock-321229807-87ca99d7-evt-001968,1968,1968,OpenAI GPT 5.5,RENT_PAID,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-002053,material_event,86,86,,mock-321229807-87ca99d7-evt-002053,mock-321229807-87ca99d7-evt-002053,2053,2053,OpenAI GPT 5.5,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-002054,material_event,86,86,,mock-321229807-87ca99d7-evt-002054,mock-321229807-87ca99d7-evt-002054,2054,2054,OpenAI GPT 5.5,PROPERTY_MORTGAGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-002063,material_event,87,87,,mock-321229807-87ca99d7-evt-002063,mock-321229807-87ca99d7-evt-002063,2063,2063,Claude Opus 4.8,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-002064,material_event,87,87,,mock-321229807-87ca99d7-evt-002064,mock-321229807-87ca99d7-evt-002064,2064,2064,Gemini 3.1 Pro Preview,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-002065,material_event,87,87,,mock-321229807-87ca99d7-evt-002065,mock-321229807-87ca99d7-evt-002065,2065,2065,Claude Opus 4.8,RENT_PAID,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-002074,material_event,88,88,,mock-321229807-87ca99d7-evt-002074,mock-321229807-87ca99d7-evt-002074,2074,2074,Gemini 3.1 Pro Preview,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-002075,material_event,88,88,,mock-321229807-87ca99d7-evt-002075,mock-321229807-87ca99d7-evt-002075,2075,2075,OpenAI GPT 5.5,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-002076,material_event,88,88,,mock-321229807-87ca99d7-evt-002076,mock-321229807-87ca99d7-evt-002076,2076,2076,Gemini 3.1 Pro Preview,RENT_PAID,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-002085,material_event,89,89,,mock-321229807-87ca99d7-evt-002085,mock-321229807-87ca99d7-evt-002085,2085,2085,Grok 4.3,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-002086,material_event,89,89,,mock-321229807-87ca99d7-evt-002086,mock-321229807-87ca99d7-evt-002086,2086,2086,Gemini 3.1 Pro Preview,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-002087,material_event,89,89,,mock-321229807-87ca99d7-evt-002087,mock-321229807-87ca99d7-evt-002087,2087,2087,Grok 4.3,RENT_PAID,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-002096,material_event,90,90,,mock-321229807-87ca99d7-evt-002096,mock-321229807-87ca99d7-evt-002096,2096,2096,OpenAI GPT 5.5,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-002097,material_event,90,90,,mock-321229807-87ca99d7-evt-002097,mock-321229807-87ca99d7-evt-002097,2097,2097,Grok 4.3,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-002098,material_event,90,90,,mock-321229807-87ca99d7-evt-002098,mock-321229807-87ca99d7-evt-002098,2098,2098,OpenAI GPT 5.5,RENT_PAID,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-002103,material_event,90,90,,mock-321229807-87ca99d7-evt-002103,mock-321229807-87ca99d7-evt-002103,2103,2103,OpenAI GPT 5.5,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-002104,material_event,90,90,,mock-321229807-87ca99d7-evt-002104,mock-321229807-87ca99d7-evt-002104,2104,2104,OpenAI GPT 5.5,PROPERTY_MORTGAGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-002123,material_event,91,91,,mock-321229807-87ca99d7-evt-002123,mock-321229807-87ca99d7-evt-002123,2123,2123,Claude Opus 4.8,CARD_DRAWN,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-002132,material_event,92,92,,mock-321229807-87ca99d7-evt-002132,mock-321229807-87ca99d7-evt-002132,2132,2132,Gemini 3.1 Pro Preview,CARD_DRAWN,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-002134,material_event,92,92,,mock-321229807-87ca99d7-evt-002134,mock-321229807-87ca99d7-evt-002134,2134,2134,Gemini 3.1 Pro Preview,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-002139,material_event,92,92,,mock-321229807-87ca99d7-evt-002139,mock-321229807-87ca99d7-evt-002139,2139,2139,Gemini 3.1 Pro Preview,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-002140,material_event,92,92,,mock-321229807-87ca99d7-evt-002140,mock-321229807-87ca99d7-evt-002140,2140,2140,Gemini 3.1 Pro Preview,HOUSE_BUILT,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-002179,material_event,95,95,,mock-321229807-87ca99d7-evt-002179,mock-321229807-87ca99d7-evt-002179,2179,2179,Claude Opus 4.8,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-002180,material_event,95,95,,mock-321229807-87ca99d7-evt-002180,mock-321229807-87ca99d7-evt-002180,2180,2180,Claude Opus 4.8,PROPERTY_MORTGAGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-002185,material_event,95,95,,mock-321229807-87ca99d7-evt-002185,mock-321229807-87ca99d7-evt-002185,2185,2185,Claude Opus 4.8,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-002186,material_event,95,95,,mock-321229807-87ca99d7-evt-002186,mock-321229807-87ca99d7-evt-002186,2186,2186,Claude Opus 4.8,PROPERTY_MORTGAGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-002191,material_event,95,95,,mock-321229807-87ca99d7-evt-002191,mock-321229807-87ca99d7-evt-002191,2191,2191,Claude Opus 4.8,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-002192,material_event,95,95,,mock-321229807-87ca99d7-evt-002192,mock-321229807-87ca99d7-evt-002192,2192,2192,Claude Opus 4.8,PROPERTY_MORTGAGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-002197,material_event,95,95,,mock-321229807-87ca99d7-evt-002197,mock-321229807-87ca99d7-evt-002197,2197,2197,Claude Opus 4.8,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-002198,material_event,95,95,,mock-321229807-87ca99d7-evt-002198,mock-321229807-87ca99d7-evt-002198,2198,2198,Gemini 3.1 Pro Preview,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-002199,material_event,95,95,,mock-321229807-87ca99d7-evt-002199,mock-321229807-87ca99d7-evt-002199,2199,2199,Claude Opus 4.8,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-002200,material_event,95,95,,mock-321229807-87ca99d7-evt-002200,mock-321229807-87ca99d7-evt-002200,2200,2200,Gemini 3.1 Pro Preview,PROPERTY_PURCHASED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-002201,material_event,95,95,,mock-321229807-87ca99d7-evt-002201,mock-321229807-87ca99d7-evt-002201,2201,2201,Gemini 3.1 Pro Preview,PROPERTY_PURCHASED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-002202,material_event,95,95,,mock-321229807-87ca99d7-evt-002202,mock-321229807-87ca99d7-evt-002202,2202,2202,Gemini 3.1 Pro Preview,PROPERTY_PURCHASED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-002203,material_event,95,95,,mock-321229807-87ca99d7-evt-002203,mock-321229807-87ca99d7-evt-002203,2203,2203,Gemini 3.1 Pro Preview,PROPERTY_PURCHASED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-002204,material_event,95,95,,mock-321229807-87ca99d7-evt-002204,mock-321229807-87ca99d7-evt-002204,2204,2204,Gemini 3.1 Pro Preview,PROPERTY_PURCHASED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-002205,material_event,95,95,,mock-321229807-87ca99d7-evt-002205,mock-321229807-87ca99d7-evt-002205,2205,2205,Gemini 3.1 Pro Preview,PROPERTY_PURCHASED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-002218,material_event,97,97,,mock-321229807-87ca99d7-evt-002218,mock-321229807-87ca99d7-evt-002218,2218,2218,Grok 4.3,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-002219,material_event,97,97,,mock-321229807-87ca99d7-evt-002219,mock-321229807-87ca99d7-evt-002219,2219,2219,Gemini 3.1 Pro Preview,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-002220,material_event,97,97,,mock-321229807-87ca99d7-evt-002220,mock-321229807-87ca99d7-evt-002220,2220,2220,Grok 4.3,RENT_PAID,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-002261,material_event,99,99,,mock-321229807-87ca99d7-evt-002261,mock-321229807-87ca99d7-evt-002261,2261,2261,Gemini 3.1 Pro Preview,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-002262,material_event,99,99,,mock-321229807-87ca99d7-evt-002262,mock-321229807-87ca99d7-evt-002262,2262,2262,Gemini 3.1 Pro Preview,HOUSE_BUILT,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-002263,material_event,99,99,,mock-321229807-87ca99d7-evt-002263,mock-321229807-87ca99d7-evt-002263,2263,2263,Gemini 3.1 Pro Preview,HOUSE_BUILT,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-002272,material_event,100,100,,mock-321229807-87ca99d7-evt-002272,mock-321229807-87ca99d7-evt-002272,2272,2272,Grok 4.3,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-002273,material_event,100,100,,mock-321229807-87ca99d7-evt-002273,mock-321229807-87ca99d7-evt-002273,2273,2273,Grok 4.3,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-002274,material_event,100,100,,mock-321229807-87ca99d7-evt-002274,mock-321229807-87ca99d7-evt-002274,2274,2274,Gemini 3.1 Pro Preview,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-002275,material_event,100,100,,mock-321229807-87ca99d7-evt-002275,mock-321229807-87ca99d7-evt-002275,2275,2275,Grok 4.3,RENT_PAID,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-002300,material_event,103,103,,mock-321229807-87ca99d7-evt-002300,mock-321229807-87ca99d7-evt-002300,2300,2300,OpenAI GPT 5.5,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-002301,material_event,103,103,,mock-321229807-87ca99d7-evt-002301,mock-321229807-87ca99d7-evt-002301,2301,2301,Gemini 3.1 Pro Preview,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-002302,material_event,103,103,,mock-321229807-87ca99d7-evt-002302,mock-321229807-87ca99d7-evt-002302,2302,2302,OpenAI GPT 5.5,RENT_PAID,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-002313,material_event,103,103,,mock-321229807-87ca99d7-evt-002313,mock-321229807-87ca99d7-evt-002313,2313,2313,Grok 4.3,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-002314,material_event,103,103,,mock-321229807-87ca99d7-evt-002314,mock-321229807-87ca99d7-evt-002314,2314,2314,OpenAI GPT 5.5,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-002315,material_event,103,103,,mock-321229807-87ca99d7-evt-002315,mock-321229807-87ca99d7-evt-002315,2315,2315,ENGINE,PROPERTY_TRANSFERRED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-002316,material_event,103,103,,mock-321229807-87ca99d7-evt-002316,mock-321229807-87ca99d7-evt-002316,2316,2316,ENGINE,PROPERTY_TRANSFERRED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-002317,material_event,103,103,,mock-321229807-87ca99d7-evt-002317,mock-321229807-87ca99d7-evt-002317,2317,2317,Grok 4.3,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-002356,material_event,104,104,,mock-321229807-87ca99d7-evt-002356,mock-321229807-87ca99d7-evt-002356,2356,2356,Gemini 3.1 Pro Preview,CARD_DRAWN,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-002357,material_event,104,104,,mock-321229807-87ca99d7-evt-002357,mock-321229807-87ca99d7-evt-002357,2357,2357,Gemini 3.1 Pro Preview,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-002362,material_event,104,104,,mock-321229807-87ca99d7-evt-002362,mock-321229807-87ca99d7-evt-002362,2362,2362,Gemini 3.1 Pro Preview,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-002363,material_event,104,104,,mock-321229807-87ca99d7-evt-002363,mock-321229807-87ca99d7-evt-002363,2363,2363,Gemini 3.1 Pro Preview,HOTEL_BUILT,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-002364,material_event,104,104,,mock-321229807-87ca99d7-evt-002364,mock-321229807-87ca99d7-evt-002364,2364,2364,Gemini 3.1 Pro Preview,HOTEL_BUILT,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-002385,material_event,106,106,,mock-321229807-87ca99d7-evt-002385,mock-321229807-87ca99d7-evt-002385,2385,2385,OpenAI GPT 5.5,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-002386,material_event,106,106,,mock-321229807-87ca99d7-evt-002386,mock-321229807-87ca99d7-evt-002386,2386,2386,Gemini 3.1 Pro Preview,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-002387,material_event,106,106,,mock-321229807-87ca99d7-evt-002387,mock-321229807-87ca99d7-evt-002387,2387,2387,OpenAI GPT 5.5,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-002388,material_event,106,106,,mock-321229807-87ca99d7-evt-002388,mock-321229807-87ca99d7-evt-002388,2388,2388,Gemini 3.1 Pro Preview,PROPERTY_PURCHASED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-002389,material_event,106,106,,mock-321229807-87ca99d7-evt-002389,mock-321229807-87ca99d7-evt-002389,2389,2389,Gemini 3.1 Pro Preview,PROPERTY_PURCHASED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-002398,material_event,107,107,,mock-321229807-87ca99d7-evt-002398,mock-321229807-87ca99d7-evt-002398,2398,2398,Gemini 3.1 Pro Preview,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-002399,material_event,107,107,,mock-321229807-87ca99d7-evt-002399,mock-321229807-87ca99d7-evt-002399,2399,2399,Gemini 3.1 Pro Preview,HOTEL_BUILT,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-002400,material_event,107,107,,mock-321229807-87ca99d7-evt-002400,mock-321229807-87ca99d7-evt-002400,2400,2400,Gemini 3.1 Pro Preview,HOTEL_BUILT,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-002409,material_event,108,108,,mock-321229807-87ca99d7-evt-002409,mock-321229807-87ca99d7-evt-002409,2409,2409,Grok 4.3,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-002419,material_event,109,109,,mock-321229807-87ca99d7-evt-002419,mock-321229807-87ca99d7-evt-002419,2419,2419,Gemini 3.1 Pro Preview,SENT_TO_JAIL,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-002439,material_event,112,112,,mock-321229807-87ca99d7-evt-002439,mock-321229807-87ca99d7-evt-002439,2439,2439,Grok 4.3,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-002440,material_event,112,112,,mock-321229807-87ca99d7-evt-002440,mock-321229807-87ca99d7-evt-002440,2440,2440,Gemini 3.1 Pro Preview,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-002441,material_event,112,112,,mock-321229807-87ca99d7-evt-002441,mock-321229807-87ca99d7-evt-002441,2441,2441,Grok 4.3,RENT_PAID,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-002454,material_event,113,113,,mock-321229807-87ca99d7-evt-002454,mock-321229807-87ca99d7-evt-002454,2454,2454,Gemini 3.1 Pro Preview,CARD_DRAWN,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-002456,material_event,113,113,,mock-321229807-87ca99d7-evt-002456,mock-321229807-87ca99d7-evt-002456,2456,2456,Gemini 3.1 Pro Preview,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-002461,material_event,113,113,,mock-321229807-87ca99d7-evt-002461,mock-321229807-87ca99d7-evt-002461,2461,2461,Gemini 3.1 Pro Preview,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-002462,material_event,113,113,,mock-321229807-87ca99d7-evt-002462,mock-321229807-87ca99d7-evt-002462,2462,2462,Gemini 3.1 Pro Preview,PROPERTY_UNMORTGAGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-002471,material_event,114,114,,mock-321229807-87ca99d7-evt-002471,mock-321229807-87ca99d7-evt-002471,2471,2471,Grok 4.3,CARD_DRAWN,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-002477,material_event,114,114,,mock-321229807-87ca99d7-evt-002477,mock-321229807-87ca99d7-evt-002477,2477,2477,Grok 4.3,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-002478,material_event,114,114,,mock-321229807-87ca99d7-evt-002478,mock-321229807-87ca99d7-evt-002478,2478,2478,Gemini 3.1 Pro Preview,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-002479,material_event,114,114,,mock-321229807-87ca99d7-evt-002479,mock-321229807-87ca99d7-evt-002479,2479,2479,Grok 4.3,CASH_CHANGED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-002480,material_event,114,114,,mock-321229807-87ca99d7-evt-002480,mock-321229807-87ca99d7-evt-002480,2480,2480,Gemini 3.1 Pro Preview,PROPERTY_PURCHASED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
event-002481,material_event,114,114,,mock-321229807-87ca99d7-evt-002481,mock-321229807-87ca99d7-evt-002481,2481,2481,Gemini 3.1 Pro Preview,PROPERTY_PURCHASED,run/events.jsonl,analysis/review/chronological_turn_review.md,reviewed_in_turn_block
